Country,Date,ave_sm,weighted_ave_sm,na_percent,weighted_na_percent,weighted_available_percent
Senegal,1978-11-01,0.18639720234871002,0.17449317461443525,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1978-11-11,0.181143051964651,0.17777730803674535,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1978-11-21,0.16293163581069342,0.16335803698484772,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1978-12-01,0.20468528853234363,0.20014952347504927,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1978-12-11,0.1475586833953467,0.14555663105308017,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1978-12-21,0.12701360825429445,0.12096562334102717,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-01-01,0.10776607453990504,0.10078459912613928,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-01-11,0.10829879493591903,0.10460097068362002,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-01-21,0.07661974943051011,0.07401298363743321,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-02-01,0.08770650923926078,0.08581411736454317,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-02-11,0.06891531076007427,0.06530987149310183,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-02-21,0.07628374455492905,0.07554710528777457,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-03-01,0.06543748032710847,0.060861329464265396,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-03-11,0.06669322600350694,0.062362196751886055,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-03-21,0.06752557187771077,0.06272225110183365,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-04-01,0.06557010536814104,0.05992855205444728,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-04-11,0.07539299066148836,0.06404009873815307,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-04-21,0.07077895497644461,0.06429520135137544,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-05-01,0.08039259255439458,0.07277489340133882,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-05-11,0.09179903193821468,0.08569136129134841,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-05-21,0.11844311026582255,0.10802299080706634,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-06-01,0.14625658565761213,0.13224812463092847,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-06-11,0.18497083105868534,0.1742538577633042,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-06-21,0.1956531202710528,0.1858364906731098,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-07-01,0.20732579424015038,0.19688790995977923,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-07-11,0.2499991800286999,0.24325544502656457,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-07-21,0.13692265515046417,0.13555301115183574,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-08-01,0.2423703157001851,0.23704880008858026,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-08-11,0.22667139560867192,0.2099623240101753,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-08-21,0.2651004702101947,0.2598805898765209,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-09-01,0.2999011402401986,0.28359333096067746,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-09-11,0.2857810943714404,0.2730173216210137,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-09-21,0.2727230070064112,0.2559122871615178,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-10-01,0.24618829537221731,0.23733189586324735,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-10-11,0.22828253356422099,0.2164111064388727,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-10-21,0.20319365898845154,0.19099040169460627,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-11-01,0.16494392278544034,0.15498190683742702,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-11-11,0.1572002727645471,0.14606070595224113,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-11-21,0.1362681176254325,0.12802780021540835,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-12-01,0.11785691102509825,0.11170584202333539,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-12-11,0.09273042850861131,0.0853781533665271,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1979-12-21,0.09486260344938686,0.08856780029423855,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-01-01,0.08587227586005397,0.08001677277529955,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-01-11,0.07230639947479144,0.06684354027379563,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-01-21,0.07279085762375327,0.0684966489062804,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-02-01,0.07537414295511058,0.06757677771042388,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-02-11,0.07076894826707318,0.06493801451666842,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-02-21,0.07245950198028048,0.06816174093897238,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-03-01,0.07134446576884612,0.06535422678634127,5.571571842215299,3.7706601822170636,96.22933981778294
Senegal,1980-03-11,0.06544250972929813,0.06087541991715225,5.571571842215299,3.7706601822170636,96.22933981778294
